input	canonical	year	precision	qualifier	calendar	range	valid	reason	stored	exported551	exported7	storedyear	storedvalid
FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986	84	false
FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 B.C.	84	false
FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 15 AUG 986 BCE	84	false
FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986 BCE	84	false
FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986/81 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986/81 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986/81 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986/81 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 19 APR 986/81 B.C.	84	false
FROM HEBREW ELL 84 TO GREGORIAN 986	FROM HEBREW ELL 84 TO GREGORIAN 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 986	FROM HEBREW ELL 84 TO GREGORIAN 986	FROM HEBREW ELL 84 TO GREGORIAN 986	84	false
FROM HEBREW ELL 84 TO GREGORIAN 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN 986 BCE	84	false
FROM HEBREW ELL 84 TO GREGORIAN 986/81	FROM HEBREW ELL 84 TO GREGORIAN 986/81	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 986/81	FROM HEBREW ELL 84 TO GREGORIAN 986/81	FROM HEBREW ELL 84 TO GREGORIAN 986/81	84	false
FROM HEBREW ELL 84 TO GREGORIAN 986/81 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 986/81 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN 986/81 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 986/81 B.C.	FROM HEBREW ELL 84 TO GREGORIAN 986/81 B.C.	84	false
FROM HEBREW ELL 84 TO GREGORIAN JUN 986 B.C.	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 B.C.	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 B.C.	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 B.C.	84	false
FROM HEBREW ELL 84 TO GREGORIAN JUN 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 BCE	FROM HEBREW ELL 84 TO GREGORIAN JUN 986 BCE	84	false
FROM HEBREW ELL 84 TO HEBREW 26 KSL 79	FROM HEBREW ELL 84 TO HEBREW 26 KSL 79	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	HEBREW FROM ELL 84 TO 26 KSL 79	@#DHEBREW@ FROM ELL 84 TO 26 KSL 79	FROM HEBREW ELL 84 TO HEBREW 26 KSL 79	84	true
FROM HEBREW ELL 84 TO HEBREW 52	FROM HEBREW ELL 84 TO HEBREW 52	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	HEBREW FROM ELL 84 TO 52	@#DHEBREW@ FROM ELL 84 TO 52	FROM HEBREW ELL 84 TO HEBREW 52	84	true
FROM HEBREW ELL 84 TO HEBREW ELL 100	FROM HEBREW ELL 84 TO HEBREW ELL 100	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	HEBREW FROM ELL 84 TO ELL 100	@#DHEBREW@ FROM ELL 84 TO ELL 100	FROM HEBREW ELL 84 TO HEBREW ELL 100	84	true
FROM HEBREW ELL 84 TO JULIAN 19 APR 986	FROM HEBREW ELL 84 TO JULIAN 19 APR 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN 19 APR 986	FROM HEBREW ELL 84 TO JULIAN 19 APR 986	FROM HEBREW ELL 84 TO JULIAN 19 APR 986	84	false
FROM HEBREW ELL 84 TO JULIAN 19 APR 986/81	FROM HEBREW ELL 84 TO JULIAN 19 APR 986/81	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN 19 APR 986/81	FROM HEBREW ELL 84 TO JULIAN 19 APR 986/81	FROM HEBREW ELL 84 TO JULIAN 19 APR 986/81	84	false
FROM HEBREW ELL 84 TO JULIAN 986	FROM HEBREW ELL 84 TO JULIAN 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN 986	FROM HEBREW ELL 84 TO JULIAN 986	FROM HEBREW ELL 84 TO JULIAN 986	84	false
FROM HEBREW ELL 84 TO JULIAN 986 B.C.	FROM HEBREW ELL 84 TO JULIAN 986 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN 986 B.C.	FROM HEBREW ELL 84 TO JULIAN 986 B.C.	FROM HEBREW ELL 84 TO JULIAN 986 B.C.	84	false
FROM HEBREW ELL 84 TO JULIAN 986 BCE	FROM HEBREW ELL 84 TO JULIAN 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN 986 BCE	FROM HEBREW ELL 84 TO JULIAN 986 BCE	FROM HEBREW ELL 84 TO JULIAN 986 BCE	84	false
FROM HEBREW ELL 84 TO JULIAN JUN 986	FROM HEBREW ELL 84 TO JULIAN JUN 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN JUN 986	FROM HEBREW ELL 84 TO JULIAN JUN 986	FROM HEBREW ELL 84 TO JULIAN JUN 986	84	false
FROM HEBREW ELL 84 TO JULIAN MAY 986	FROM HEBREW ELL 84 TO JULIAN MAY 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN MAY 986	FROM HEBREW ELL 84 TO JULIAN MAY 986	FROM HEBREW ELL 84 TO JULIAN MAY 986	84	false
FROM HEBREW ELL 84 TO JULIAN MAY 986 BCE	FROM HEBREW ELL 84 TO JULIAN MAY 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN MAY 986 BCE	FROM HEBREW ELL 84 TO JULIAN MAY 986 BCE	FROM HEBREW ELL 84 TO JULIAN MAY 986 BCE	84	false
FROM HEBREW ELL 84 TO JULIAN MAY 986/81	FROM HEBREW ELL 84 TO JULIAN MAY 986/81	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN MAY 986/81	FROM HEBREW ELL 84 TO JULIAN MAY 986/81	FROM HEBREW ELL 84 TO JULIAN MAY 986/81	84	false
FROM HEBREW ELL 84 TO JULIAN MAY 986/81 B.C.	FROM HEBREW ELL 84 TO JULIAN MAY 986/81 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JULIAN MAY 986/81 B.C.	FROM HEBREW ELL 84 TO JULIAN MAY 986/81 B.C.	FROM HEBREW ELL 84 TO JULIAN MAY 986/81 B.C.	84	false
FROM HEBREW ELL 84 TO JUN 986	FROM HEBREW ELL 84 TO JUN 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JUN 986	FROM HEBREW ELL 84 TO JUN 986	FROM HEBREW ELL 84 TO JUN 986	84	false
FROM HEBREW ELL 84 TO JUN 986 B.C.	FROM HEBREW ELL 84 TO JUN 986 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JUN 986 B.C.	FROM HEBREW ELL 84 TO JUN 986 B.C.	FROM HEBREW ELL 84 TO JUN 986 B.C.	84	false
FROM HEBREW ELL 84 TO JUN 986 BCE	FROM HEBREW ELL 84 TO JUN 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO JUN 986 BCE	FROM HEBREW ELL 84 TO JUN 986 BCE	FROM HEBREW ELL 84 TO JUN 986 BCE	84	false
FROM HEBREW ELL 84 TO MAY 986	FROM HEBREW ELL 84 TO MAY 986	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO MAY 986	FROM HEBREW ELL 84 TO MAY 986	FROM HEBREW ELL 84 TO MAY 986	84	false
FROM HEBREW ELL 84 TO MAY 986 BCE	FROM HEBREW ELL 84 TO MAY 986 BCE	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO MAY 986 BCE	FROM HEBREW ELL 84 TO MAY 986 BCE	FROM HEBREW ELL 84 TO MAY 986 BCE	84	false
FROM HEBREW ELL 84 TO MAY 986/81	FROM HEBREW ELL 84 TO MAY 986/81	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO MAY 986/81	FROM HEBREW ELL 84 TO MAY 986/81	FROM HEBREW ELL 84 TO MAY 986/81	84	false
FROM HEBREW ELL 84 TO MAY 986/81 B.C.	FROM HEBREW ELL 84 TO MAY 986/81 B.C.	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO MAY 986/81 B.C.	FROM HEBREW ELL 84 TO MAY 986/81 B.C.	FROM HEBREW ELL 84 TO MAY 986/81 B.C.	84	false
FROM HEBREW ELL 84 TO ROMAN _MONTH 82	FROM HEBREW ELL 84 TO ROMAN _MONTH 82	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO ROMAN _MONTH 82	FROM HEBREW ELL 84 TO ROMAN _MONTH 82	FROM HEBREW ELL 84 TO ROMAN _MONTH 82	84	false
FROM HEBREW ELL 84 TO ROMAN 61	FROM HEBREW ELL 84 TO ROMAN 61	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO ROMAN 61	FROM HEBREW ELL 84 TO ROMAN 61	FROM HEBREW ELL 84 TO ROMAN 61	84	false
FROM HEBREW ELL 84 TO ROMAN 9 _MONTH 6	FROM HEBREW ELL 84 TO ROMAN 9 _MONTH 6	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO ROMAN 9 _MONTH 6	FROM HEBREW ELL 84 TO ROMAN 9 _MONTH 6	FROM HEBREW ELL 84 TO ROMAN 9 _MONTH 6	84	false
FROM HEBREW ELL 84 TO UNKNOWN _MONTH 78	FROM HEBREW ELL 84 TO UNKNOWN _MONTH 78	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO UNKNOWN _MONTH 78	FROM HEBREW ELL 84 TO UNKNOWN _MONTH 78	FROM HEBREW ELL 84 TO UNKNOWN _MONTH 78	84	false
FROM HEBREW ELL 84 TO UNKNOWN 13 _MONTH 75	FROM HEBREW ELL 84 TO UNKNOWN 13 _MONTH 75	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO UNKNOWN 13 _MONTH 75	FROM HEBREW ELL 84 TO UNKNOWN 13 _MONTH 75	FROM HEBREW ELL 84 TO UNKNOWN 13 _MONTH 75	84	false
FROM HEBREW ELL 84 TO UNKNOWN 79	FROM HEBREW ELL 84 TO UNKNOWN 79	84	year		GREGORIAN	between	false	date body must be YYYY, YYYY-MM, or YYYY-MM-DD	FROM HEBREW ELL 84 TO UNKNOWN 79	FROM HEBREW ELL 84 TO UNKNOWN 79	FROM HEBREW ELL 84 TO UNKNOWN 79	84	false
FROM JAN 1689 B.C. TO 1066	FROM 1689-01 BCE TO 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066	FROM JAN 1689 B.C. TO 1066	FROM JAN 1689 BCE TO 1066	-1689	true
FROM JAN 1689 B.C. TO 1066 B.C.	FROM 1689-01 BCE TO 1066 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066 BCE	FROM JAN 1689 B.C. TO 1066 B.C.	FROM JAN 1689 BCE TO 1066 BCE	-1689	true
FROM JAN 1689 B.C. TO 1066/93	FROM JAN 1689 B.C. TO 1066/93	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO 1066/93	FROM JAN 1689 B.C. TO 1066/93	FROM JAN 1689 B.C. TO 1066/93	-1689	false
FROM JAN 1689 B.C. TO 1066/93 B.C.	FROM JAN 1689 B.C. TO 1066/93 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO 1066/93 B.C.	FROM JAN 1689 B.C. TO 1066/93 B.C.	FROM JAN 1689 B.C. TO 1066/93 B.C.	-1689	false
FROM JAN 1689 B.C. TO 31 JUL 1066	FROM 1689-01 BCE TO 1066-07-31	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-07-31	FROM JAN 1689 B.C. TO 31 JUL 1066	FROM JAN 1689 BCE TO 31 JUL 1066	-1689	true
FROM JAN 1689 B.C. TO 31 JUL 1066 B.C.	FROM 1689-01 BCE TO 1066-07-31 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-07-31 BCE	FROM JAN 1689 B.C. TO 31 JUL 1066 B.C.	FROM JAN 1689 BCE TO 31 JUL 1066 BCE	-1689	true
FROM JAN 1689 B.C. TO 7 JUN 1066/93	FROM JAN 1689 B.C. TO 7 JUN 1066/93	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO 7 JUN 1066/93	FROM JAN 1689 B.C. TO 7 JUN 1066/93	FROM JAN 1689 B.C. TO 7 JUN 1066/93	-1689	false
FROM JAN 1689 B.C. TO 7 JUN 1066/93 B.C.	FROM JAN 1689 B.C. TO 7 JUN 1066/93 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO 7 JUN 1066/93 B.C.	FROM JAN 1689 B.C. TO 7 JUN 1066/93 B.C.	FROM JAN 1689 B.C. TO 7 JUN 1066/93 B.C.	-1689	false
FROM JAN 1689 B.C. TO DEC 1066	FROM 1689-01 BCE TO 1066-12	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-12	FROM JAN 1689 B.C. TO DEC 1066	FROM JAN 1689 BCE TO DEC 1066	-1689	true
FROM JAN 1689 B.C. TO DEC 1066 B.C.	FROM 1689-01 BCE TO 1066-12 BCE	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM 1689-01 BCE TO 1066-12 BCE	FROM JAN 1689 B.C. TO DEC 1066 B.C.	FROM JAN 1689 BCE TO DEC 1066 BCE	-1689	true
FROM JAN 1689 B.C. TO FRENCH_R 26 FLOR 66	FROM JAN 1689 B.C. TO FRENCH_R 26 FLOR 66	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO FRENCH_R 26 FLOR 66	FROM JAN 1689 B.C. TO FRENCH_R 26 FLOR 66	FROM JAN 1689 B.C. TO FRENCH_R 26 FLOR 66	-1689	false
FROM JAN 1689 B.C. TO FRENCH_R 54	FROM JAN 1689 B.C. TO FRENCH_R 54	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO FRENCH_R 54	FROM JAN 1689 B.C. TO FRENCH_R 54	FROM JAN 1689 B.C. TO FRENCH_R 54	-1689	false
FROM JAN 1689 B.C. TO FRENCH_R FLOR 81	FROM JAN 1689 B.C. TO FRENCH_R FLOR 81	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO FRENCH_R FLOR 81	FROM JAN 1689 B.C. TO FRENCH_R FLOR 81	FROM JAN 1689 B.C. TO FRENCH_R FLOR 81	-1689	false
FROM JAN 1689 B.C. TO GREGORIAN 1066/93	FROM JAN 1689 B.C. TO GREGORIAN 1066/93	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO GREGORIAN 1066/93	FROM JAN 1689 B.C. TO GREGORIAN 1066/93	FROM JAN 1689 B.C. TO GREGORIAN 1066/93	-1689	false
FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066	-1689	false
FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066 B.C.	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066 B.C.	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066 B.C.	FROM JAN 1689 B.C. TO GREGORIAN 31 JUL 1066 B.C.	-1689	false
FROM JAN 1689 B.C. TO GREGORIAN SEP 1066/93	FROM JAN 1689 B.C. TO GREGORIAN SEP 1066/93	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO GREGORIAN SEP 1066/93	FROM JAN 1689 B.C. TO GREGORIAN SEP 1066/93	FROM JAN 1689 B.C. TO GREGORIAN SEP 1066/93	-1689	false
FROM JAN 1689 B.C. TO HEBREW 24 CSH 7	FROM JAN 1689 B.C. TO HEBREW 24 CSH 7	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO HEBREW 24 CSH 7	FROM JAN 1689 B.C. TO HEBREW 24 CSH 7	FROM JAN 1689 B.C. TO HEBREW 24 CSH 7	-1689	false
FROM JAN 1689 B.C. TO HEBREW 73	FROM JAN 1689 B.C. TO HEBREW 73	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO HEBREW 73	FROM JAN 1689 B.C. TO HEBREW 73	FROM JAN 1689 B.C. TO HEBREW 73	-1689	false
FROM JAN 1689 B.C. TO HEBREW IYR 91	FROM JAN 1689 B.C. TO HEBREW IYR 91	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO HEBREW IYR 91	FROM JAN 1689 B.C. TO HEBREW IYR 91	FROM JAN 1689 B.C. TO HEBREW IYR 91	-1689	false
FROM JAN 1689 B.C. TO JULIAN 1066	FROM JAN 1689 B.C. TO JULIAN 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN 1066	FROM JAN 1689 B.C. TO JULIAN 1066	FROM JAN 1689 B.C. TO JULIAN 1066	-1689	false
FROM JAN 1689 B.C. TO JULIAN 1066 B.C.	FROM JAN 1689 B.C. TO JULIAN 1066 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN 1066 B.C.	FROM JAN 1689 B.C. TO JULIAN 1066 B.C.	FROM JAN 1689 B.C. TO JULIAN 1066 B.C.	-1689	false
FROM JAN 1689 B.C. TO JULIAN 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN 1066/93 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN 1066/93 B.C.	-1689	false
FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93	-1689	false
FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN 7 JUN 1066/93 B.C.	-1689	false
FROM JAN 1689 B.C. TO JULIAN DEC 1066	FROM JAN 1689 B.C. TO JULIAN DEC 1066	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN DEC 1066	FROM JAN 1689 B.C. TO JULIAN DEC 1066	FROM JAN 1689 B.C. TO JULIAN DEC 1066	-1689	false
FROM JAN 1689 B.C. TO JULIAN DEC 1066 B.C.	FROM JAN 1689 B.C. TO JULIAN DEC 1066 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN DEC 1066 B.C.	FROM JAN 1689 B.C. TO JULIAN DEC 1066 B.C.	FROM JAN 1689 B.C. TO JULIAN DEC 1066 B.C.	-1689	false
FROM JAN 1689 B.C. TO JULIAN SEP 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN SEP 1066/93 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO JULIAN SEP 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN SEP 1066/93 B.C.	FROM JAN 1689 B.C. TO JULIAN SEP 1066/93 B.C.	-1689	false
FROM JAN 1689 B.C. TO ROMAN _MONTH 65	FROM JAN 1689 B.C. TO ROMAN _MONTH 65	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO ROMAN _MONTH 65	FROM JAN 1689 B.C. TO ROMAN _MONTH 65	FROM JAN 1689 B.C. TO ROMAN _MONTH 65	-1689	false
FROM JAN 1689 B.C. TO ROMAN 18 _MONTH 80	FROM JAN 1689 B.C. TO ROMAN 18 _MONTH 80	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO ROMAN 18 _MONTH 80	FROM JAN 1689 B.C. TO ROMAN 18 _MONTH 80	FROM JAN 1689 B.C. TO ROMAN 18 _MONTH 80	-1689	false
FROM JAN 1689 B.C. TO ROMAN 95	FROM JAN 1689 B.C. TO ROMAN 95	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO ROMAN 95	FROM JAN 1689 B.C. TO ROMAN 95	FROM JAN 1689 B.C. TO ROMAN 95	-1689	false
FROM JAN 1689 B.C. TO SEP 1066/93	FROM JAN 1689 B.C. TO SEP 1066/93	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO SEP 1066/93	FROM JAN 1689 B.C. TO SEP 1066/93	FROM JAN 1689 B.C. TO SEP 1066/93	-1689	false
FROM JAN 1689 B.C. TO SEP 1066/93 B.C.	FROM JAN 1689 B.C. TO SEP 1066/93 B.C.	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO SEP 1066/93 B.C.	FROM JAN 1689 B.C. TO SEP 1066/93 B.C.	FROM JAN 1689 B.C. TO SEP 1066/93 B.C.	-1689	false
FROM JAN 1689 B.C. TO UNKNOWN _MONTH 3	FROM JAN 1689 B.C. TO UNKNOWN _MONTH 3	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO UNKNOWN _MONTH 3	FROM JAN 1689 B.C. TO UNKNOWN _MONTH 3	FROM JAN 1689 B.C. TO UNKNOWN _MONTH 3	-1689	false
FROM JAN 1689 B.C. TO UNKNOWN 80	FROM JAN 1689 B.C. TO UNKNOWN 80	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO UNKNOWN 80	FROM JAN 1689 B.C. TO UNKNOWN 80	FROM JAN 1689 B.C. TO UNKNOWN 80	-1689	false
FROM JAN 1689 B.C. TO UNKNOWN 9 _MONTH 53	FROM JAN 1689 B.C. TO UNKNOWN 9 _MONTH 53	-1689	month		GREGORIAN	between	false	month names are not canonical; write 1689-01	FROM JAN 1689 B.C. TO UNKNOWN 9 _MONTH 53	FROM JAN 1689 B.C. TO UNKNOWN 9 _MONTH 53	FROM JAN 1689 B.C. TO UNKNOWN 9 _MONTH 53	-1689	false
